Event,Sample label (Offset in mm/cm),Expedition,Site,H,Core,Type,Sect,Offset [cm],Depth sed [m] (CSFA),Depth comp [mcd] (Cappelli et al. 2019 (CCSF)),Offset [m] (Cappelli splice),Offset [m] (Bohaty splice (CCSF offset [S...),Depth comp [mcd] (Bohaty (CCSF-A/CCSF-M)),Depth comp [mcd] (two-site composite (Depth CCS...),Ca count [#],Fe count [#],Ca/Fe,Comment (Notes),Age [Ma],Al,Ti,Ti_Al,log_CaFe,CaCO3_wt_pct
342-U1410C,"342-U1410C-18X-3,36",342,U1410,C,18,X,3,36,159.76,181.78,22.02,,179.21,195.82,2106143,396975,5.31,,44.3967666,22104.0,22474.0,1.0167390517553383,0.725094521081469,43.3878996828675
342-U1410C,"342-U1410C-18X-3,38",342,U1410,C,18,X,3,38,159.78,181.8,22.02,,179.23,195.84,1903585,406659,4.68,,44.3972186,22088.0,22211.0,1.0055686345526984,0.670245853074124,41.48766757975302
342-U1410C,"342-U1410C-18X-3,40",342,U1410,C,18,X,3,40,159.8,181.82,22.02,,179.24,195.85,1837006,414993,4.43,,44.3974445,21361.0,21868.0,1.0237348438743505,0.6464037262230695,40.66165709499825
342-U1410C,"342-U1410C-18X-3,42",342,U1410,C,18,X,3,42,159.82,181.84,22.02,,179.26,195.87,1781590,378641,4.71,,44.3978965,20675.0,19707.0,0.953180169286578,0.6730209071288962,41.58380932748061
342-U1410C,"342-U1410C-18X-3,44",342,U1410,C,18,X,3,44,159.84,181.86,22.02,,179.27,195.88,1963650,397454,4.94,,44.3981224,21883.0,22172.0,1.0132065987296075,0.693726948923647,42.30117014545975
342-U1410C,"342-U1410C-18X-3,46",342,U1410,C,18,X,3,46,159.86,181.88,22.02,,179.29,195.9,2042569,396869,5.15,,44.3985744,22214.0,21442.0,0.9652471414423337,0.7118072290411911,42.92756145013207
342-U1410C,"342-U1410C-18X-3,48",342,U1410,C,18,X,3,48,159.88,181.9,22.02,,179.31,195.92,2130503,431470,4.94,,44.3990263,22183.0,22580.0,1.0178965874768968,0.693726948923647,42.30117014545975
342-U1410C,"342-U1410C-18X-3,50",342,U1410,C,18,X,3,50,159.9,181.92,22.02,,179.32,195.93,2224988,471408,4.72,,44.3992523,22944.0,23856.0,1.0397489539748954,0.6739419986340878,41.61572054267798
342-U1410C,"342-U1410C-18X-3,52",342,U1410,C,18,X,3,52,159.92,181.94,22.02,,179.34,195.95,2428509,401270,6.05,,44.3997042,21716.0,20268.0,0.9333210536010315,0.7817553746524689,45.35091495483479
342-U1410C,"342-U1410C-18X-3,54",342,U1410,C,18,X,3,54,159.94,181.96,22.02,,179.35,195.96,2234957,434934,5.14,,44.3999302,22232.0,21990.0,0.9891147894926232,0.7109631189952758,42.89831725759133
342-U1410C,"342-U1410C-18X-3,56",342,U1410,C,18,X,3,56,159.96,181.98,22.02,,179.37,195.98,2515686,377320,6.67,,44.4003821,20647.0,19581.0,0.9483702232769894,0.8241258339165489,46.818839516038835
342-U1410C,"342-U1410C-18X-3,58",342,U1410,C,18,X,3,58,159.98,182.0,22.02,,179.38,195.99,2493994,397639,6.27,,44.4006081,21708.0,20081.0,0.9250506725631104,0.7972675408307164,45.888333952080174
342-U1410C,"342-U1410C-18X-3,60",342,U1410,C,18,X,3,60,160.0,182.02,22.02,,179.4,196.01,2539784,383200,6.63,,44.40106,21106.0,20164.0,0.9553681417606368,0.8215135284047731,46.72833619158337
342-U1410C,"342-U1410C-18X-3,62",342,U1410,C,18,X,3,62,160.02,182.04,22.02,,179.41,196.02,2651559,343691,7.71,,44.401286,21153.0,19412.0,0.9176948896137663,0.887054378050957,48.99899892757541
342-U1410C,"342-U1410C-18X-3,64",342,U1410,C,18,X,3,64,160.04,182.06,22.02,,179.43,196.04,2508099,363988,6.89,,44.4017379,19554.0,18033.0,0.9222154034980056,0.8382192219076258,47.307104942989696
342-U1410C,"342-U1410C-18X-3,66",342,U1410,C,18,X,3,66,160.06,182.08,22.02,,179.44,196.05,2706560,326489,8.29,,44.4019639,17840.0,15991.0,0.8963565022421525,0.9185545305502735,50.090321710914225
342-U1410C,"342-U1410C-18X-3,68",342,U1410,C,18,X,3,68,160.08,182.1,22.02,,179.46,196.07,2822219,297139,9.5,,44.4024158,16848.0,14159.0,0.8403964862298196,0.9777236052888477,52.14023430523213
342-U1410C,"342-U1410C-18X-3,70",342,U1410,C,18,X,3,70,160.1,182.12,22.02,,179.47,196.08,2727977,305372,8.93,,44.4026417,16540.0,15563.0,0.9409310761789601,0.9508514588885464,51.209248793193694
342-U1410C,"342-U1410C-18X-3,72",342,U1410,C,18,X,3,72,160.12,182.14,22.02,,179.49,196.1,2782555,309302,9.0,,44.4030937,17265.0,15229.0,0.8820735592238633,0.9542425094393249,51.326731739525414
342-U1410C,"342-U1410C-18X-3,74",342,U1410,C,18,X,3,74,160.14,182.16,22.02,,179.5,196.11,2876845,259045,11.11,,44.4033196,15113.0,13615.0,0.9008800370541917,1.0457140589408676,54.495763572006354
342-U1410C,"342-U1410C-18X-3,76",342,U1410,C,18,X,3,76,160.16,182.18,22.02,,179.52,196.13,2860978,263377,10.86,,44.4037716,13675.0,13153.0,0.9618281535648995,1.0358298252528282,54.15332429588423
342-U1410C,"342-U1410C-18X-3,78",342,U1410,C,18,X,3,78,160.18,182.2,22.02,,179.54,196.15,3088981,307112,10.06,,44.4042235,15302.0,14339.0,0.9370670500588159,1.0025979807199086,53.00200704204123
342-U1410C,"342-U1410C-18X-3,80",342,U1410,C,18,X,3,80,160.2,182.22,22.02,,179.55,196.16,3178635,252366,12.6,,44.4044495,13832.0,12964.0,0.937246963562753,1.100370545117563,56.389337535597974
342-U1410C,"342-U1410C-18X-3,82",342,U1410,C,18,X,3,82,160.22,182.24,22.02,,179.57,196.18,3310808,169345,19.55,,44.4049014,10918.0,9093.0,0.8328448433779081,1.2911467617318857,62.998779560201186
342-U1410C,"342-U1410C-18X-3,84",342,U1410,C,18,X,3,84,160.24,182.26,22.02,,179.58,196.19,3757249,124380,30.21,,44.4051274,9066.0,7571.0,0.8350981689830135,1.4801507252732804,69.54682187709281
342-U1410C,"342-U1410C-18X-3,86",342,U1410,C,18,X,3,86,160.26,182.28,22.02,,179.61,196.22,4422277,140369,31.5,,44.4058053,10661.0,7680.0,0.7203827033111341,1.4983105537896004,70.1759691360407
342-U1410C,"342-U1410C-18X-3,88",342,U1410,C,18,X,3,88,160.28,182.3,22.02,,179.64,196.25,3811028,138756,27.47,,44.4064832,10029.0,8832.0,0.8806461262339216,1.438858659420562,68.11625825562537
342-U1410C,"342-U1410C-18X-3,90",342,U1410,C,18,X,3,90,160.3,182.32,22.02,,179.66,196.27,3819884,138828,27.52,,44.4069351,10656.0,8878.0,0.8331456456456456,1.4396484295634737,68.14361984222656
342-U1410C,"342-U1410C-18X-3,92",342,U1410,C,18,X,3,92,160.32,182.34,22.02,,179.69,196.3,3702675,170242,21.75,,44.407613,12081.0,10033.0,0.8304776094694147,1.3374592612906562,64.60327610741479
342-U1410C,"342-U1410C-18X-3,94",342,U1410,C,18,X,3,94,160.34,182.36,22.02,,179.71,196.32,3298163,204382,16.14,,44.4080649,12207.0,10966.0,0.8983370197427706,1.2079035303860517,60.114817810224764
342-U1410C,"342-U1410C-18X-3,96",342,U1410,C,18,X,3,96,160.36,182.38,22.02,,179.74,196.35,3133566,263747,11.88,,44.4087428,17190.0,15777.0,0.9178010471204189,1.0748164406451748,55.50401558615208
342-U1410C,"342-U1410C-18X-3,98",342,U1410,C,18,X,3,98,160.38,182.4,22.02,,179.77,196.38,2186839,233011,9.39,,44.4094207,12436.0,13342.0,1.072853007397877,0.9726655922661109,51.964999444059416
342-U1410C,"342-U1410C-18X-3,100",342,U1410,C,18,X,3,100,160.4,182.42,22.02,,179.79,196.4,2778352,317071,8.76,,44.4098726,19236.0,18011.0,0.9363173216885007,0.9425041061680807,50.92005475819316
342-U1410C,"342-U1410C-18X-3,102",342,U1410,C,18,X,3,102,160.42,182.44,22.02,,179.82,196.43,2557545,359713,7.11,,44.4105505,21361.0,20961.0,0.9812742849117551,0.8518696007297664,47.78002231728276
342-U1410C,"342-U1410C-18X-3,104",342,U1410,C,18,X,3,104,160.44,182.46,22.02,,179.85,196.46,2189217,392048,5.58,,44.4112284,22515.0,22939.0,1.0188318898512103,0.7466341989375788,44.13414182219242
342-U1410C,"342-U1410C-18X-3,106",342,U1410,C,18,X,3,106,160.46,182.48,22.02,,179.87,196.48,2262568,410163,5.52,,44.4116804,23504.0,23061.0,0.9811521443158612,0.7419390777291989,43.971479347928096
342-U1410C,"342-U1410C-18X-3,108",342,U1410,C,18,X,3,108,160.48,182.5,22.02,,179.9,196.51,2086093,432558,4.82,,44.4123583,24297.0,24639.0,1.0140758118286208,0.6830470382388496,41.931164639784946
342-U1410C,"342-U1410C-18X-3,110",342,U1410,C,18,X,3,110,160.5,182.52,22.02,,179.92,196.53,1884367,466298,4.04,,44.4128102,24849.0,25905.0,1.0424966799468791,0.6063813651106049,39.27508239425691
342-U1410C,"342-U1410C-18X-3,112",342,U1410,C,18,X,3,112,160.52,182.54,22.02,,179.95,196.56,1597777,382166,4.18,,44.4134881,22384.0,23092.0,1.0316297355253752,0.6211762817750351,39.78765228209609
342-U1410C,"342-U1410C-18X-3,114",342,U1410,C,18,X,3,114,160.54,182.56,22.02,,179.98,196.59,1732723,393992,4.4,,44.414166,23490.0,23509.0,1.0008088548318432,0.6434526764861874,40.55941797686397
342-U1410C,"342-U1410C-18X-3,116",342,U1410,C,18,X,3,116,160.56,182.58,22.02,,180.0,196.61,1797432,461953,3.89,,44.4146179,24403.0,26655.0,1.092283735606278,0.5899496013257077,38.70580393792915
342-U1410C,"342-U1410C-18X-3,118",342,U1410,C,18,X,3,118,160.58,182.6,22.02,,180.03,196.64,1826835,442776,4.13,,44.4152958,23553.0,25365.0,1.07693287479302,0.615950051656401,39.60658953963602
342-U1410C,"342-U1410C-18X-3,120",342,U1410,C,18,X,3,120,160.6,182.62,22.02,,180.06,196.67,1633278,483456,3.38,,44.4159737,26431.0,27656.0,1.0463470924293443,0.5289167002776547,36.59131908111935
342-U1410C,"342-U1410C-18X-3,122",342,U1410,C,18,X,3,122,160.62,182.64,22.02,,180.08,196.69,1716511,499697,3.44,,44.4164256,26324.0,29621.0,1.1252469229600364,0.5365584425715301,36.85606724289066
342-U1410C,"342-U1410C-18X-3,124",342,U1410,C,18,X,3,124,160.64,182.66,22.02,,180.11,196.72,1674786,523015,3.2,,44.4171035,26698.0,28777.0,1.0778710015731516,0.505149978319906,35.767920998893146
342-U1410C,"342-U1410C-18X-3,126",342,U1410,C,18,X,3,126,160.66,182.68,22.02,,180.13,196.74,1664643,499276,3.33,,44.4175555,26314.0,28744.0,1.0923462795470091,0.5224442335063199,36.36708046982645
342-U1410C,"342-U1410C-18X-3,128",342,U1410,C,18,X,3,128,160.68,182.7,22.02,,180.16,196.77,1683516,540415,3.12,,44.4182334,25756.0,29773.0,1.1559636589532536,0.4941545940184428,35.38698590976895
342-U1410C,"342-U1410C-18X-3,130",342,U1410,C,18,X,3,130,160.7,182.72,22.02,,180.19,196.8,1669293,543378,3.07,,44.4189113,27404.0,29702.0,1.0838563713326521,0.48713837547718647,35.14390901840713
342-U1410C,"342-U1410C-18X-3,132",342,U1410,C,18,X,3,132,160.72,182.74,22.02,,180.21,196.82,1748841,545031,3.21,,44.4193632,26978.0,29257.0,1.0844762398991772,0.5065050324048721,35.81486684766679
342-U1410C,"342-U1410C-18X-3,134",342,U1410,C,18,X,3,134,160.74,182.76,22.02,,180.24,196.85,1779879,545019,3.27,,44.4200411,26395.0,28630.0,1.0846751278651259,0.5145477526602861,36.09350689091561
342-U1410C,"342-U1410C-18X-3,136",342,U1410,C,18,X,3,136,160.76,182.78,22.02,,180.27,196.88,1750837,528478,3.31,,44.420719,25397.0,26715.0,1.051895893215734,0.5198279937757188,36.276440844359776
342-U1410C,"342-U1410C-18X-3,138",342,U1410,C,18,X,3,138,160.78,182.8,22.02,,180.29,196.9,1624428,480341,3.38,,44.4211709,22570.0,25341.0,1.1227735932653966,0.5289167002776547,36.59131908111935
342-U1410C,"342-U1410C-18X-3,140",342,U1410,C,18,X,3,140,160.8,182.82,22.02,,180.32,196.93,1898507,395945,4.79,,44.4218488,22978.0,23925.0,1.0412133344938637,0.6803355134145632,41.83722386224754
342-U1410C,"342-U1410C-18X-3,142",342,U1410,C,18,X,3,142,160.82,182.84,22.02,,180.34,196.95,1294893,370975,3.49,,44.4223007,18212.0,21099.0,1.1585218537228201,0.5428254269591799,37.07318691700079
342-U1410C,"342-U1410C-18X-3,144",342,U1410,C,18,X,3,144,160.84,182.86,22.02,,180.37,196.98,1450062,402233,3.61,,44.4229786,22232.0,23756.0,1.0685498380712486,0.557507201905658,37.581837010021516
342-U1410C,"342-U1410C-18X-3,146",342,U1410,C,18,X,3,146,160.86,182.88,22.02,,180.4,197.01,1894152,446210,4.24,,44.4236565,25181.0,25766.0,1.0232318017552917,0.6273658565927327,40.00209010165523
342-U1410C,"342-U1410C-18X-3,148",342,U1410,C,18,X,3,148,160.88,182.9,22.02,,180.42,197.03,1886709,450876,4.18,,44.4241085,25261.0,26145.0,1.0349946557935157,0.6211762817750351,39.78765228209609
342-U1410C,"342-U1410C-18X-3,150",342,U1410,C,18,X,3,150,160.9,182.92,22.02,,180.45,197.06,1588596,350424,4.53,,44.4247864,20004.0,20331.0,1.0163467306538692,0.6560982020128319,40.997522208734566
342-U1410C,"342-U1410C-18X-4,2",342,U1410,C,18,X,4,2,160.92,182.94,22.02,,180.48,197.09,1894193,446639,4.24,,44.4254643,23504.0,25803.0,1.0978131381892444,0.6273658565927327,40.00209010165523
342-U1410C,"342-U1410C-18X-4,4",342,U1410,C,18,X,4,4,160.94,182.96,22.02,,180.5,197.11,1845398,426151,4.33,,44.4259162,24259.0,25788.0,1.0630281544993612,0.6364878963533654,40.31812316916235
342-U1410C,"342-U1410C-18X-4,6",342,U1410,C,18,X,4,6,160.96,182.98,22.02,,180.53,197.14,1940131,408284,4.75,,44.4265941,24355.0,24769.0,1.0169985629234244,0.6766936096248666,41.71105010545351
342-U1410C,"342-U1410C-18X-4,8",342,U1410,C,18,X,4,8,160.98,183.0,22.02,,180.56,197.17,1889225,408010,4.63,,44.427272,22880.0,23408.0,1.023076923076923,0.6655809910179531,41.32605343381699
342-U1410C,"342-U1410C-18X-4,10",342,U1410,C,18,X,4,10,161.0,183.02,22.02,,180.58,197.19,1805713,399773,4.52,,44.4277239,21670.0,22831.0,1.053576372865713,0.6551384348113821,40.96427107404034
342-U1410C,"342-U1410C-18X-4,12",342,U1410,C,18,X,4,12,161.02,183.04,22.02,,180.61,197.22,1858924,370134,5.02,,44.4284018,22019.0,21140.0,0.9600799309687088,0.7007037171450193,42.5428802804892
342-U1410C,"342-U1410C-18X-4,14",342,U1410,C,18,X,4,14,161.04,183.06,22.02,,180.63,197.24,2152592,399945,5.38,,44.4288537,22656.0,22624.0,0.998587570621469,0.7307822756663892,43.584951940462055
342-U1410C,"342-U1410C-18X-4,16",342,U1410,C,18,X,4,16,161.06,183.08,22.02,,180.66,197.27,1912006,386112,4.95,,44.4295316,22809.0,22743.0,0.9971064053663028,0.6946051989335688,42.33159711705349
342-U1410C,"342-U1410C-18X-4,18",342,U1410,C,18,X,4,18,161.08,183.1,22.02,,180.69,197.3,2183387,423419,5.16,,44.4302095,23680.0,23980.0,1.0126689189189189,0.7126497016272114,42.956748912874744
342-U1410C,"342-U1410C-18X-4,20",342,U1410,C,18,X,4,20,161.1,183.12,22.02,,180.71,197.32,1938525,394696,4.91,,44.4306615,21008.0,21539.0,1.0252760853008378,0.6910814921229684,42.209518294600244
342-U1410C,"342-U1410C-18X-4,22",342,U1410,C,18,X,4,22,161.12,183.14,22.02,,180.74,197.35,1857031,397435,4.67,,44.4313394,22616.0,22795.0,1.0079147506190307,0.6693168805661122,41.45548332721296
342-U1410C,"342-U1410C-18X-4,24",342,U1410,C,18,X,4,24,161.14,183.16,22.02,,180.77,197.38,2178354,445207,4.89,,44.4320173,23872.0,25292.0,1.0594839142091153,0.6893088591236202,42.14810542433782
342-U1410C,"342-U1410C-18X-4,26",342,U1410,C,18,X,4,26,161.16,183.18,22.02,,180.79,197.4,2213243,394942,5.6,,44.4324692,22054.0,23598.0,1.070009975514646,0.7481880270062004,44.18797419562981
342-U1410C,"342-U1410C-18X-4,28",342,U1410,C,18,X,4,28,161.18,183.2,22.02,,180.82,197.43,2266349,399058,5.68,,44.4331471,23515.0,24375.0,1.0365724005953647,0.7543483357110189,44.401398090708255
342-U1410C,"342-U1410C-18X-4,30",342,U1410,C,18,X,4,30,161.2,183.22,22.02,,180.84,197.45,1949755,466360,4.18,,44.433599,24548.0,25859.0,1.053405572755418,0.6211762817750351,39.78765228209609
342-U1410C,"342-U1410C-18X-4,32",342,U1410,C,18,X,4,32,161.22,183.24,22.02,,180.87,197.48,1945075,455090,4.27,,44.4342769,26280.0,27412.0,1.0430745814307458,0.6304278750250238,40.10817373024195
342-U1410C,"342-U1410C-18X-4,34",342,U1410,C,18,X,4,34,161.24,183.26,22.02,,180.9,197.51,2029208,403720,5.03,,44.4349548,25119.0,25289.0,1.0067677853417731,0.7015679850559274,42.57282284226261
342-U1410C,"342-U1410C-18X-4,36",342,U1410,C,18,X,4,36,161.26,183.28,22.02,,180.92,197.53,1841954,455127,4.05,,44.4354067,26624.0,28227.0,1.0602088341346154,0.6074550232146685,39.31227927927219
342-U1410C,"342-U1410C-18X-4,38",342,U1410,C,18,X,4,38,161.28,183.3,22.02,,180.95,197.56,1717511,433356,3.96,,44.4360846,24728.0,26682.0,1.079019734713685,0.5976951859255123,38.97414971638938
342-U1410C,"342-U1410C-18X-4,40",342,U1410,C,18,X,4,40,161.3,183.32,22.02,,180.98,197.59,1827852,468885,3.9,,44.4367625,26899.0,28384.0,1.0552065132532809,0.5910646070264992,38.74443331043307
342-U1410C,"342-U1410C-18X-4,42",342,U1410,C,18,X,4,42,161.32,183.34,22.02,,181.0,197.61,1744814,492877,3.54,,44.4372145,26941.0,30120.0,1.1179985895104116,0.5490032620257879,37.28721801288342
342-U1410C,"342-U1410C-18X-4,44",342,U1410,C,18,X,4,44,161.34,183.36,22.02,,181.03,197.64,1734598,456387,3.8,,44.4378924,25939.0,28579.0,1.101777246617063,0.5797835966168101,38.35360270478939
342-U1410C,"342-U1410C-18X-4,46",342,U1410,C,18,X,4,46,161.36,183.38,22.02,,181.05,197.66,1582121,434293,3.64,,44.4383443,25956.0,27828.0,1.072122052704577,0.561101383649056,37.70635743652154
342-U1410C,"342-U1410C-18X-4,48",342,U1410,C,18,X,4,48,161.38,183.4,22.02,,181.08,197.69,1592082,434329,3.67,,44.4390222,26018.0,27389.0,1.052694288569452,0.5646660642520893,37.82985579601363
342-U1410C,"342-U1410C-18X-4,50",342,U1410,C,18,X,4,50,161.4,183.42,22.02,,181.11,197.72,1636936,461533,3.55,,44.4397001,26330.0,28030.0,1.0645651348271934,0.5502283530550941,37.32966129159374
342-U1410C,"342-U1410C-18X-4,52",342,U1410,C,18,X,4,52,161.42,183.44,22.02,,181.13,197.74,1695399,506354,3.35,,44.440152,28339.0,30892.0,1.0900878647799852,0.5250448070368452,36.4571773397915
342-U1410C,"342-U1410C-18X-4,54",342,U1410,C,18,X,4,54,161.44,183.46,22.02,,181.16,197.77,1680080,470999,3.57,,44.4408299,25824.0,28737.0,1.1128020446096654,0.5526682161121932,37.41419034720693
342-U1410C,"342-U1410C-18X-4,56",342,U1410,C,18,X,4,56,161.46,183.48,22.02,,181.19,197.8,1502830,476701,3.15,,44.4415078,26317.0,28961.0,1.100467378500589,0.4983105537896005,35.53096913604071
342-U1410C,"342-U1410C-18X-4,58",342,U1410,C,18,X,4,58,161.48,183.5,22.02,,181.21,197.82,1650135,489845,3.37,,44.4419597,25501.0,27089.0,1.0622720677620485,0.5276299008713387,36.54673791568753
342-U1410C,"342-U1410C-18X-4,60",342,U1410,C,18,X,4,60,161.5,183.52,22.02,,181.24,197.85,1733411,481607,3.6,,44.4426376,26775.0,28884.0,1.078767507002801,0.5563025007672873,37.54010013908267
342-U1410C,"342-U1410C-18X-4,62",342,U1410,C,18,X,4,62,161.52,183.54,22.02,,181.26,197.87,1868141,446945,4.18,,44.4430896,25369.0,27112.0,1.0687059009026765,0.6211762817750351,39.78765228209609
342-U1410C,"342-U1410C-18X-4,64",342,U1410,C,18,X,4,64,161.54,183.56,22.02,,181.29,197.9,1790978,461642,3.88,,44.4437675,26068.0,29701.0,1.1393662728249194,0.5888317255942073,38.66707513321131
342-U1410C,"342-U1410C-18X-4,66",342,U1410,C,18,X,4,66,161.56,183.58,22.02,,181.32,197.93,1807442,448878,4.03,,44.4444454,25105.0,27240.0,1.0850428201553475,0.6053050461411095,39.23779332355874
342-U1410C,"342-U1410C-18X-4,68",342,U1410,C,18,X,4,68,161.58,183.6,22.02,,181.34,197.95,1771612,444397,3.99,,44.4448973,25949.0,26827.0,1.0338356006011793,0.6009728956867483,39.08770597106739
342-U1410C,"342-U1410C-18X-4,70",342,U1410,C,18,X,4,70,161.6,183.62,22.02,,181.37,197.98,1806501,468865,3.85,,44.4455752,25369.0,28045.0,1.1054830698884466,0.5854607295085007,38.55028697382201
342-U1410C,"342-U1410C-18X-4,72",342,U1410,C,18,X,4,72,161.62,183.64,22.02,,181.4,198.01,1868294,483820,3.86,,44.4462531,27455.0,30011.0,1.0930977963940995,0.5865873046717549,38.58931717035295
342-U1410C,"342-U1410C-18X-4,74",342,U1410,C,18,X,4,74,161.64,183.66,22.02,,181.42,198.03,1846964,477683,3.87,,44.446705,26152.0,28680.0,1.096665646986846,0.5877109650189114,38.62824638308018
342-U1410C,"342-U1410C-18X-4,76",342,U1410,C,18,X,4,76,161.66,183.68,22.02,,181.45,198.06,1801296,481076,3.74,,44.4473829,25480.0,28054.0,1.1010204081632653,0.5728716022004802,38.11413665823564
342-U1410C,"342-U1410C-18X-4,78",342,U1410,C,18,X,4,78,161.68,183.7,22.02,,181.48,198.09,1847590,473956,3.9,,44.4480608,26518.0,29734.0,1.1212761143374312,0.5910646070264992,38.74443331043307
342-U1410C,"342-U1410C-18X-4,80",342,U1410,C,18,X,4,80,161.7,183.72,22.02,,181.5,198.11,1809925,474639,3.81,,44.4485127,25665.0,28615.0,1.1149425287356323,0.5809249756756193,38.393145782281834
342-U1410C,"342-U1410C-18X-4,82",342,U1410,C,18,X,4,82,161.72,183.74,22.02,,181.53,198.14,1796150,489126,3.67,,44.4491906,26116.0,29588.0,1.1329453208760913,0.5646660642520893,37.82985579601363
342-U1410C,"342-U1410C-18X-4,84",342,U1410,C,18,X,4,84,161.74,183.76,22.02,,181.55,198.16,1769836,494491,3.58,,44.4496426,26289.0,29627.0,1.1269732587774355,0.5538830266438743,37.456277458077025
342-U1410C,"342-U1410C-18X-4,86",342,U1410,C,18,X,4,86,161.76,183.78,22.02,,181.58,198.19,1787006,493324,3.62,,44.4503205,26964.0,28541.0,1.0584853879246403,0.5587085705331657,37.62345842612153
342-U1410C,"342-U1410C-18X-4,88",342,U1410,C,18,X,4,88,161.78,183.8,22.02,,181.61,198.22,1851577,476426,3.89,,44.4509984,26123.0,28634.0,1.0961221911725298,0.5899496013257077,38.70580393792915
342-U1410C,"342-U1410C-18X-4,90",342,U1410,C,18,X,4,90,161.8,183.82,22.02,,181.63,198.24,1754551,474240,3.7,,44.4514503,26135.0,28400.0,1.0866653912378037,0.568201724066995,37.95234873030104
342-U1410C,"342-U1410C-18X-4,92",342,U1410,C,18,X,4,92,161.82,183.84,22.02,,181.66,198.27,1841082,482385,3.82,,44.4521282,26393.0,29206.0,1.1065812904936916,0.5820633629117087,38.43258520807615
342-U1410C,"342-U1410C-18X-4,94",342,U1410,C,18,X,4,94,161.84,183.86,22.02,,181.69,198.3,1781993,498950,3.57,,44.4528061,26949.0,30426.0,1.1290214850272737,0.5526682161121932,37.41419034720693
342-U1410C,"342-U1410C-18X-4,96",342,U1410,C,18,X,4,96,161.86,183.88,22.02,,181.71,198.32,1642368,467560,3.51,,44.453258,25544.0,28848.0,1.1293454431569057,0.5453071164658241,37.159165049958474
342-U1410C,"342-U1410C-18X-4,98",342,U1410,C,18,X,4,98,161.88,183.9,22.02,,181.74,198.35,1628558,451006,3.61,,44.4539359,25601.0,28328.0,1.106519276590758,0.557507201905658,37.581837010021516
342-U1410C,"342-U1410C-18X-4,100",342,U1410,C,18,X,4,100,161.9,183.92,22.02,,181.76,198.37,1795974,475150,3.78,,44.4543878,26348.0,29161.0,1.1067633216942463,0.5774917998372253,38.27420340536067
342-U1410C,"342-U1410C-18X-4,102",342,U1410,C,18,X,4,102,161.92,183.94,22.02,,181.79,198.4,1766647,480349,3.68,,44.4550657,26393.0,28987.0,1.098283635812526,0.5658478186735176,37.87079767794402
342-U1410C,"342-U1410C-18X-4,104",342,U1410,C,18,X,4,104,161.94,183.96,22.02,,181.82,198.43,1815467,501092,3.62,,44.4557436,27222.0,29669.0,1.08989052971861,0.5587085705331657,37.62345842612153
342-U1410C,"342-U1410C-18X-4,106",342,U1410,C,18,X,4,106,161.96,183.98,22.02,,181.84,198.45,1794681,488814,3.67,,44.4561956,27240.0,28527.0,1.0472466960352422,0.5646660642520893,37.82985579601363
342-U1410C,"342-U1410C-18X-4,108",342,U1410,C,18,X,4,108,161.98,184.0,22.02,,181.87,198.48,1963292,520940,3.77,,44.4568735,28922.0,30743.0,1.0629624507295485,0.5763413502057929,38.23434607787969
342-U1410C,"342-U1410C-18X-4,110",342,U1410,C,18,X,4,110,162.0,184.02,22.02,,181.9,198.51,1841960,489718,3.76,,44.4575514,26656.0,28963.0,1.086547118847539,0.5751878449276611,38.19438288751882
342-U1410C,"342-U1410C-18X-4,112",342,U1410,C,18,X,4,112,162.02,184.04,22.02,,181.92,198.53,1800883,484380,3.72,,44.4580033,26838.0,27580.0,1.0276473656755347,0.5705429398818975,38.03346015220834
342-U1410C,"342-U1410C-18X-4,114",342,U1410,C,18,X,4,114,162.04,184.06,22.02,,181.95,198.56,1791569,480580,3.73,,44.4586812,25701.0,27526.0,1.0710089101591378,0.5717088318086876,38.073852478011986
342-U1410C,"342-U1410C-18X-4,116",342,U1410,C,18,X,4,116,162.06,184.08,22.02,,181.97,198.58,1934345,486031,3.98,,44.4591331,28129.0,29248.0,1.0397810089231754,0.5998830720736879,39.04994903199292
342-U1410C,"342-U1410C-18X-4,118",342,U1410,C,18,X,4,118,162.08,184.1,22.02,,182.0,198.61,2008995,464305,4.33,,44.459811,26391.0,29762.0,1.127732939259596,0.6364878963533654,40.31812316916235
342-U1410C,"342-U1410C-18X-4,120",342,U1410,C,18,X,4,120,162.1,184.12,22.02,,182.03,198.64,2018330,482251,4.19,,44.4604889,26981.0,29329.0,1.0870242022163745,0.6222140229662954,39.8236048256673
342-U1410C,"342-U1410C-18X-4,122",342,U1410,C,18,X,4,122,162.12,184.14,22.02,,182.05,198.66,1963634,471104,4.17,,44.4609408,27604.0,28036.0,1.015649905810752,0.6201360549737575,39.75161362456583
342-U1410C,"342-U1410C-18X-4,124",342,U1410,C,18,X,4,124,162.14,184.16,22.02,,182.08,198.69,2057401,452872,4.54,,44.4616187,26420.0,26935.0,1.0194928084784254,0.6570558528571039,41.03070002223437
342-U1410C,"342-U1410C-18X-4,126",342,U1410,C,18,X,4,126,162.16,184.18,22.02,,182.11,198.72,2097123,465269,4.51,,44.4622966,27371.0,26504.0,0.9683241386869315,0.6541765418779605,40.93094629336194
342-U1410C,"342-U1410C-18X-4,128",342,U1410,C,18,X,4,128,162.18,184.2,22.02,,182.13,198.74,1948268,425808,4.58,,44.4627486,24284.0,24889.0,1.0249135233075275,0.6608654780038692,41.162684485444046
